,county,state,date,latitude,longitude,season,temperature_high,temperature_low,cloud_cover,precip_intensity,visibility,conditions,wind_speed,Precip Intensity Groups,Visibility Classification (mi),Cloud Cover Classification (%)
721,Linn County,Oregon,2001-07-15,44.6616,-122.8494,Summer,68.4,51.5,83.1,0.0,9.9,Partially cloudy,15.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
723,Linn County,Oregon,2012-08-31,44.40946,-122.1322,Summer,82.3,44.5,1.0,0.0,9.9,Clear,18.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
725,Marion County,Oregon,1976-07-15,44.8633,-122.6397,Summer,91.1,48.6,0.0,0.0,21.8,Clear,9.2,light: 0 to 0.1,Very Clear: 12.43 to 31.06,
726,Marion County,Oregon,1977-07-15,44.8623,-122.2728,Summer,83.0,48.8,13.3,0.0,23.0,Clear,12.8,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
727,Marion County,Oregon,1980-07-15,45.03575,-122.7789,Summer,83.0,52.7,16.3,0.0,43.6,Clear,10.0,light: 0 to 0.1,Exceptionally Clear: 31.06+,Mostly Sunny: 6.25 to 25
728,Marion County,Oregon,1995-10-15,44.915,-122.585,Fall,72.1,43.7,58.2,0.012,8.9,"Rain, Partially cloudy",16.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
730,Marion County,Oregon,2002-07-10,44.79307,-122.5674,Summer,96.2,60.9,0.0,0.0,9.9,Clear,13.9,light: 0 to 0.1,Clear: 6.21 to 12.43,
731,Marion County,Oregon,2003-06-15,44.7679,-122.095,Summer,77.1,47.0,5.4,0.0,9.9,Clear,11.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
732,Marion County,Oregon,2005-06-21,44.699,-122.1874,Summer,70.1,55.1,56.3,0.0,9.9,Partially cloudy,13.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
733,Marion County,Oregon,2006-11-13,45.11259,-122.7875,Fall,52.8,43.2,83.3,0.189,9.3,"Rain, Partially cloudy",21.8,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
734,Multnomah County,Oregon,1979-10-15,45.5145,-122.3352,Fall,68.1,54.2,95.6,0.071,8.0,"Rain, Overcast",8.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
735,Multnomah County,Oregon,1994-10-15,45.63893,-122.8889,Fall,60.4,41.4,69.6,0.0,14.1,Partially cloudy,9.3,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Cloudy: 62.5 to 87.5
736,Multnomah County,Oregon,1995-07-10,45.65125,-121.9123,Summer,77.7,55.1,74.7,0.387,20.6,"Rain, Partially cloudy",11.6,heavy: 0.3 to 2,Very Clear: 12.43 to 31.06,Mostly Cloudy: 62.5 to 87.5
737,Multnomah County,Oregon,2002-01-09,45.55364,-122.1884,Winter,48.2,42.0,54.7,0.0,6.1,Partially cloudy,15.0,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Partly Cloudy/Sunny: 25 to 62.5
738,Multnomah County,Oregon,2002-09-05,45.4684,-122.2487,Fall,73.4,47.5,21.1,0.0,9.9,Partially cloudy,8.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
740,Polk County,Oregon,1991-10-15,44.8458,-123.5834,Fall,69.6,44.3,0.0,0.0,16.5,Clear,9.8,light: 0 to 0.1,Very Clear: 12.43 to 31.06,
741,Polk County,Oregon,2000-10-15,44.86875,-123.4462,Fall,58.3,38.8,50.4,0.012,8.9,"Rain, Partially cloudy",11.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
742,Polk County,Oregon,2000-10-30,45.06215,-123.7027,Fall,54.9,40.5,21.7,0.0,8.7,Partially cloudy,7.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
743,Polk County,Oregon,2001-09-01,45.07072,-123.6664,Summer,68.6,57.1,66.5,0.0,9.9,Partially cloudy,19.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
744,Polk County,Oregon,2003-07-24,45.0487,-123.5792,Summer,71.2,53.0,0.0,0.0,9.9,Clear,15.5,light: 0 to 0.1,Clear: 6.21 to 12.43,
745,Polk County,Oregon,2003-12-08,45.0608,-123.694,Winter,49.7,41.2,70.0,0.044,8.9,"Rain, Partially cloudy",10.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
748,Tillamook County,Oregon,1997-09-13,45.75449,-123.866,Summer,69.2,50.1,44.8,0.145,8.6,"Rain, Partially cloudy",12.8,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
749,Tillamook County,Oregon,1997-11-10,45.59669,-123.3768,Fall,59.9,46.6,35.4,0.0,9.9,Partially cloudy,13.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
750,Tillamook County,Oregon,1998-08-02,45.5891,-123.5469,Summer,78.5,55.2,28.0,0.0,9.3,Partially cloudy,11.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
751,Tillamook County,Oregon,2000-08-19,45.7351,-123.466,Summer,68.1,56.9,64.6,0.007,9.8,"Rain, Partially cloudy",12.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
752,Tillamook County,Oregon,2012-08-18,45.61308,-123.3973,Summer,72.6,57.3,37.7,0.0,9.7,Partially cloudy,7.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
758,Columbia County,Oregon,2003-11-09,45.82565,-123.296,Fall,57.5,44.6,67.4,0.096,9.8,"Rain, Partially cloudy",8.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
759,Clatsop County,Oregon,1978-02-15,46.2262,-124.0133,Winter,49.5,34.1,67.8,0.096,13.4,"Snow, Rain, Partially cloudy",11.5,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Cloudy: 62.5 to 87.5
767,Potter County,Pennsylvania,1987-11-28,41.70813,-77.99314,Fall,39.8,33.2,100.0,0.02,3.7,"Snow, Rain, Overcast",20.8,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
770,Northampton County,Pennsylvania,2017-11-17,40.8495,-75.327,Fall,45.1,29.1,35.4,0.006,9.9,"Rain, Partially cloudy",15.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
771,Potter County,Pennsylvania,1996-10-26,41.845,-77.7011,Fall,68.1,66.3,90.0,0.0,29.8,Partially cloudy,6.9,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Cloudy/Overcast: 87.5 to 100
773,Potter County,Pennsylvania,2004-05-09,41.7655,-77.8768,Spring,70.8,53.2,73.0,0.994,8.0,"Rain, Partially cloudy",13.7,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
774,Potter County,Pennsylvania,2021-10-11,41.94126,-77.62891,Fall,69.7,57.8,50.7,0.0,9.9,Partially cloudy,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
777,Susquehanna County,Pennsylvania,2008-12-19,41.79985,-75.9799,Winter,26.0,21.8,85.8,0.523,5.0,"Snow, Partially cloudy",14.4,heavy: 0.3 to 2,Light Haze: 2.48 to 6.21,Mostly Cloudy: 62.5 to 87.5
779,Westmoreland County,Pennsylvania,1967-09-14,40.32247,-79.16817,Summer,28.4,14.4,84.9,0.0,8.4,Partially cloudy,14.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
781,Westmoreland County,Pennsylvania,2006-09-02,40.5258,-79.6575,Fall,57.3,54.4,99.7,0.502,7.0,"Rain, Overcast",11.3,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
782,Westmoreland County,Pennsylvania,2014-02-16,40.43163,-79.58031,Winter,25.9,11.2,91.4,0.032,6.3,"Snow, Overcast",11.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
784,Baker County,Oregon,1996-05-20,45.0018,-117.2022,Summer,56.0,34.1,75.0,0.012,22.6,"Rain, Partially cloudy",13.6,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Cloudy: 62.5 to 87.5
786,Benton County,Oregon,2002-08-24,44.58335,-123.4166,Summer,67.4,53.0,16.7,0.0,9.9,Clear,8.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
787,Benton County,Oregon,2005-03-13,44.6693,-123.2433,Winter,67.6,34.7,0.0,0.0,9.9,Clear,19.0,light: 0 to 0.1,Clear: 6.21 to 12.43,
788,Benton County,Oregon,2009-06-13,44.50455,-123.5524,Summer,67.8,54.9,80.0,0.797,9.2,"Rain, Partially cloudy",13.6,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
792,Clackamas County,Oregon,1978-08-29,45.3894,-122.4163,Summer,86.1,56.9,55.5,0.0,19.4,Partially cloudy,11.3,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
794,Clackamas County,Oregon,1984-08-15,45.0837,-122.4888,Summer,86.1,51.5,0.2,0.0,24.0,Clear,9.2,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Sunny: 0 to 6.25
796,Clackamas County,Oregon,1991-07-04,44.99745,-122.1647,Summer,80.8,52.3,0.7,0.0,40.5,Clear,16.1,light: 0 to 0.1,Exceptionally Clear: 31.06+,Sunny: 0 to 6.25
797,Clackamas County,Oregon,1993-06-15,45.33,-121.9165,Summer,64.6,57.8,83.0,0.177,18.3,"Rain, Partially cloudy",12.4,moderate: 0.1 to 0.3,Very Clear: 12.43 to 31.06,Mostly Cloudy: 62.5 to 87.5
798,Clackamas County,Oregon,1993-08-02,44.9979,-122.1631,Summer,94.8,62.9,0.0,0.0,43.0,Clear,17.2,light: 0 to 0.1,Exceptionally Clear: 31.06+,
799,Clackamas County,Oregon,1995-07-15,45.12545,-122.533,Summer,83.0,53.6,15.0,0.0,20.3,Clear,15.3,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
801,Clackamas County,Oregon,1997-05-27,45.32301,-121.7115,Spring,73.3,57.8,90.3,0.119,10.9,"Rain, Overcast",13.9,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
802,Clackamas County,Oregon,2000-06-08,45.03255,-122.4808,Spring,62.5,53.5,98.7,0.008,9.9,"Rain, Overcast",10.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
803,Clackamas County,Oregon,2000-07-22,45.40023,-122.2777,Summer,70.2,60.5,95.0,0.037,9.6,"Rain, Overcast",11.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
804,Clackamas County,Oregon,2001-03-18,44.97487,-122.3057,Winter,60.0,50.7,95.1,0.168,9.6,"Rain, Overcast",15.3,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
805,Clackamas County,Oregon,2001-11-29,45.33175,-121.9139,Winter,49.3,41.6,94.2,0.104,9.0,"Rain, Overcast",13.7,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
806,Clackamas County,Oregon,2003-02-15,45.3207,-121.9547,Winter,49.8,44.4,92.8,0.507,7.6,"Rain, Overcast",19.3,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
807,Clackamas County,Oregon,2004-06-20,45.1867,-122.3803,Summer,89.6,53.3,4.6,0.0,9.9,Clear,8.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
808,Clackamas County,Oregon,2004-09-26,44.9633,-122.4,Fall,71.3,58.2,65.2,0.0,9.9,Partially cloudy,8.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
809,Clackamas County,Oregon,2008-08-10,44.95023,-122.2347,Summer,76.0,55.8,71.9,0.0,9.9,Partially cloudy,5.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
814,Clackamas County,Oregon,2013-09-24,45.1518,-122.1032,Fall,60.6,51.7,97.9,0.249,9.5,"Rain, Overcast",10.4,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
816,Clatsop County,Oregon,1993-09-15,46.19945,-123.9513,Summer,64.1,51.2,83.1,0.0,9.9,Partially cloudy,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
819,Clatsop County,Oregon,2001-09-20,45.70835,-123.625,Summer,66.9,45.5,18.3,0.0,8.4,Clear,9.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
820,Clatsop County,Oregon,2004-06-04,45.93701,-123.5417,Spring,68.9,50.3,34.1,0.0,9.3,Partially cloudy,15.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
821,Clatsop County,Oregon,2008-08-01,46.03193,-123.4573,Summer,65.7,56.7,90.9,0.091,8.8,"Rain, Overcast",10.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
822,Columbia County,Oregon,2004-08-06,45.7492,-122.9546,Summer,71.8,56.1,73.6,0.152,9.6,"Rain, Partially cloudy",13.2,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
823,Columbia County,Oregon,2018-06-24,45.85606,-123.1691,Summer,86.3,55.3,8.1,0.0,9.9,Clear,17.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
826,Coos County,Oregon,1995-11-14,43.54165,-123.875,Fall,61.4,51.1,82.2,0.0,5.9,Partially cloudy,11.9,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Mostly Cloudy: 62.5 to 87.5
828,Coos County,Oregon,2004-08-21,43.1786,-124.3688,Summer,63.2,51.7,82.1,0.0,7.0,Partially cloudy,12.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
829,Coos County,Oregon,2004-10-29,43.0,-124.43,Fall,58.1,46.8,57.1,0.024,8.6,"Rain, Partially cloudy",16.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
830,Coos County,Oregon,2020-04-15,43.27402,-123.9834,Spring,59.7,45.5,74.9,0.001,9.2,"Rain, Partially cloudy",16.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
831,Curry County,Oregon,1974-11-15,42.28445,-124.2148,Fall,54.1,38.0,82.7,0.0,4.7,Partially cloudy,11.4,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Mostly Cloudy: 62.5 to 87.5
832,Curry County,Oregon,1975-09-15,42.6425,-124.0255,Fall,80.0,56.9,67.8,0.039,27.6,"Rain, Partially cloudy",10.3,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Cloudy: 62.5 to 87.5
834,Curry County,Oregon,1986-08-14,42.82,-124.53,Fall,56.6,49.8,70.1,0.012,5.8,"Rain, Partially cloudy",13.7,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Mostly Cloudy: 62.5 to 87.5
835,Curry County,Oregon,1994-02-25,42.4018,-124.426,Winter,58.7,53.3,92.1,0.236,9.9,"Rain, Overcast",13.3,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
841,Mercer County,Pennsylvania,1978-10-15,41.21365,-80.26563,Fall,47.2,33.2,63.9,0.033,12.0,"Rain, Partially cloudy",14.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
843,Luzerne County,Pennsylvania,2016-03-23,41.32501,-75.74288,Spring,68.0,46.1,4.8,0.0,9.9,Clear,17.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
845,Lancaster County,Pennsylvania,2011-07-20,39.72785,-76.2074,Winter,91.3,68.9,10.5,0.0,5.7,Clear,7.5,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Mostly Sunny: 6.25 to 25
848,Huntingdon County,Pennsylvania,2021-08-12,40.33498,-77.85934,Summer,94.0,69.4,19.3,0.0,9.8,Clear,19.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
852,Forest County,Pennsylvania,1980-07-03,41.47511,-79.3178,Summer,80.0,57.9,68.8,0.0,5.0,Partially cloudy,11.0,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Mostly Cloudy: 62.5 to 87.5
854,Erie County,Pennsylvania,1977-10-15,41.91826,-80.54177,Fall,60.0,36.9,50.6,0.0,7.8,Partially cloudy,14.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
860,Fayette County,Pennsylvania,1994-10-15,40.05148,-79.56702,Fall,68.2,44.2,24.3,0.0,20.3,Partially cloudy,9.9,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
863,Forest County,Pennsylvania,2010-06-05,41.51954,-78.87955,Summer,75.7,63.4,79.9,0.134,7.3,"Rain, Partially cloudy",11.7,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
867,Indiana County,Pennsylvania,2022-12-20,40.60756,-79.20052,Winter,32.8,19.6,86.9,0.0,9.9,Partially cloudy,4.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
874,McKean County,Pennsylvania,1963-10-01,41.9548,-78.65621,Fall,47.2,33.2,63.9,0.033,12.0,"Rain, Partially cloudy",14.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
875,McKean County,Pennsylvania,1973-09-12,41.97226,-78.66863,Summer,63.8,44.9,50.8,0.0,12.6,Partially cloudy,10.9,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
877,McKean County,Pennsylvania,2006-01-01,41.73315,-78.93985,Unknown,32.3,28.7,96.7,0.103,7.6,"Snow, Rain, Overcast",8.4,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
883,Mercer County,Pennsylvania,2015-08-15,41.05,-80.50751,Summer,83.9,61.2,22.5,0.001,9.7,"Rain, Partially cloudy",0.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
889,Chester County,Pennsylvania,2011-09-01,39.73523,-76.04183,Summer,77.7,60.2,6.2,0.0,9.8,Clear,8.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
895,Beaver County,Pennsylvania,2007-02-27,40.50322,-80.19804,Winter,35.0,30.9,99.1,0.0,8.7,Overcast,13.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
898,Providence County,Rhode Island,1998-10-15,41.98067,-71.6568,Fall,60.0,47.0,66.8,0.138,11.4,"Rain, Partially cloudy",17.0,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
899,Providence County,Rhode Island,2011-11-15,41.81391,-71.74425,Spring,68.9,54.3,77.1,0.0,9.9,Partially cloudy,14.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
900,Adams County,Pennsylvania,1961-07-01,39.76366,-77.27178,Summer,68.9,54.3,77.1,0.0,9.9,Partially cloudy,14.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
905,Allegheny County,Pennsylvania,1985-06-15,40.357,-79.8765,Summer,70.0,51.9,83.8,0.001,8.2,"Rain, Partially cloudy",11.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
909,Allegheny County,Pennsylvania,2007-07-22,40.52825,-80.25475,Fall,78.1,56.8,31.1,0.0,9.9,Partially cloudy,14.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
910,Allegheny County,Pennsylvania,2007-11-03,40.5278,-79.7668,Summer,56.6,30.3,20.1,0.0,9.9,Partially cloudy,7.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
911,Allegheny County,Pennsylvania,2008-01-27,40.6166,-80.0107,Fall,32.1,25.9,99.8,0.019,4.2,"Snow, Rain, Overcast",9.7,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
913,Beaver County,Pennsylvania,2020-04-11,40.60946,-80.3293,Spring,52.7,31.7,47.3,0.002,9.9,"Rain, Partially cloudy",13.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
915,Bucks County,Pennsylvania,2007-09-17,40.4225,-75.06665,Summer,69.8,45.0,6.9,0.001,9.9,Rain,8.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
916,Bucks County,Pennsylvania,2007-10-24,40.37726,-75.37814,Fall,64.7,53.8,98.8,0.047,8.6,"Rain, Overcast",11.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
917,Bucks County,Pennsylvania,2014-02-25,40.1316,-74.85745,Winter,33.5,24.6,46.5,0.0,9.6,Partially cloudy,15.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
919,Butler County,Pennsylvania,2015-05-01,40.94997,-80.07443,Spring,65.5,43.3,49.9,0.013,7.4,"Rain, Partially cloudy",11.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
920,Butler County,Pennsylvania,2016-08-15,40.92895,-80.07216,Summer,78.3,68.2,63.3,0.51,7.7,"Rain, Partially cloudy",6.2,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
928,Cambria County,Pennsylvania,2022-10-05,40.45896,-78.80971,Fall,64.4,44.8,62.5,0.0,9.9,Partially cloudy,11.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
929,Cameron County,Pennsylvania,2008-10-16,41.34404,-78.04547,Fall,60.9,48.9,95.2,0.174,7.4,"Rain, Overcast",13.0,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
931,Clearfield County,Pennsylvania,1978-08-21,40.97015,-78.42314,Summer,76.1,45.2,0.0,0.0,18.9,Clear,11.4,light: 0 to 0.1,Very Clear: 12.43 to 31.06,
933,Clearfield County,Pennsylvania,2008-09-13,41.12782,-78.5826,Summer,73.2,65.9,92.9,0.37,4.2,"Rain, Overcast",8.9,heavy: 0.3 to 2,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
938,Elk County,Pennsylvania,2003-09-30,41.31268,-78.39445,Summer,59.1,40.8,73.9,0.0,8.7,Partially cloudy,16.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
941,Spartanburg County,South Carolina,1969-07-18,35.148,-81.861,Summer,60.0,47.0,66.8,0.138,11.4,"Rain, Partially cloudy",17.0,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
942,Richland County,South Carolina,1964-10-10,34.0431,-80.80685,Fall,73.2,65.9,92.9,0.37,4.2,"Rain, Overcast",8.9,heavy: 0.3 to 2,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
943,Pickens County,South Carolina,1981-07-11,34.52414,-82.38998,Summer,95.1,74.9,69.2,0.0,5.0,Partially cloudy,11.6,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Mostly Cloudy: 62.5 to 87.5
944,Newberry County,South Carolina,2020-10-31,34.39092,-81.54448,Fall,60.2,41.2,48.2,0.0,9.9,Partially cloudy,14.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
950,Fairfield County,South Carolina,2006-05-08,34.421,-81.396,Spring,63.3,52.9,100.0,0.0,8.0,Overcast,7.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
951,Dorchester County,South Carolina,2007-01-14,33.096,-80.316,Winter,73.1,56.5,86.0,0.0,9.3,Partially cloudy,9.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
953,Horry County,South Carolina,2007-04-14,33.5155,-78.3829,Spring,70.1,47.3,19.6,0.0,8.4,Clear,14.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
956,Oconee County,South Carolina,1975-07-01,34.45025,-82.56786,Summer,89.5,69.2,58.4,0.0,6.0,Partially cloudy,13.1,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Partly Cloudy/Sunny: 25 to 62.5
957,Oconee County,South Carolina,1998-10-01,35.01305,-82.7962,Fall,86.1,62.9,31.2,0.0,9.0,Partially cloudy,15.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
958,Oconee County,South Carolina,2005-12-05,34.65375,-83.11639,Summer,55.6,42.8,100.0,1.426,4.3,"Rain, Overcast",9.7,heavy: 0.3 to 2,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
962,Darlington County,South Carolina,1985-08-15,36.86345,-79.65835,Summer,89.9,68.3,13.1,0.0,8.2,Clear,13.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
963,Colleton County,South Carolina,2005-02-11,32.9032,-80.65645,Winter,53.5,30.3,5.0,0.0,8.1,Clear,16.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
964,Chesterfield County,South Carolina,2003-10-17,34.59,-80.3891,Fall,74.0,47.0,41.7,0.0,9.7,Partially cloudy,9.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
965,Cherokee County,South Carolina,2003-04-15,34.9533,-81.56005,Spring,79.1,51.6,11.1,0.0,9.2,Clear,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
966,Charleston County,South Carolina,1970-06-24,33.007,-80.156,Summer,88.8,72.0,90.2,0.0,5.6,Overcast,15.8,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
968,Beaufort County,South Carolina,2007-05-30,32.29968,-80.95958,Spring,87.1,63.2,39.2,0.004,6.6,"Rain, Partially cloudy",9.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
